,CustomerID,LogReg_Probability
4131,5133-POWUA,0.4996143128429648
5649,4128-ETESU,0.49958639037253627
3248,3566-HJGPK,0.4992589940267988
5910,2275-RBYQS,0.4990458030733752
4418,8950-MTZNV,0.49840623260486616
4463,8710-YGLWG,0.4983351695031396
5131,6217-TOWGS,0.4982600124743606
2108,8705-WZCYL,0.49819304350433535
3614,4373-VVHQL,0.49812198061299945
5510,8180-AKMJV,0.49783772983508445
4581,2587-EKXTS,0.49748784499297655
6214,0082-LDZUE,0.49748241834971574
3246,3961-SXAXY,0.4971271094070753
6189,9214-EKVXR,0.4970560479552523
3092,3761-FLYZI,0.49702926837577854
2797,9992-UJOEL,0.4969086951459269
3199,6650-VJONK,0.4968428643248653
2776,2040-VZIKE,0.49618243304012344
4288,2874-YXVVA,0.4961782812384956
4304,2041-JIJCI,0.4960602863920593
3616,7268-IGMFD,0.4960540815206859
2945,6234-PFPXL,0.49602198132430597
2468,5173-WXOQV,0.4960003977506227
4855,2675-DHUTR,0.49575428014111905
6005,4619-EVPHY,0.49443529050454627
5751,2495-KZNFB,0.49437789102667334
1878,5129-JLPIS,0.49369482277407933
5173,0988-JRWWP,0.4934171540374494
5850,4067-HLYQI,0.49270461926592657
7020,9053-EJUNL,0.49172087828873967
5234,2697-NQBPF,0.49170237451574006
4451,5968-VXZLG,0.4915918597348527
5337,5365-LLFYV,0.49147030968175826
2315,0215-BQKGS,0.4912979163445202
5252,5201-USSQZ,0.4911918871962174
5064,5325-UWTWJ,0.4911686092320159
5011,9732-EQMWY,0.490847264667645
2356,3509-GWQGF,0.4907715812497205
2543,5543-QDCRY,0.48999255495811467
5050,6288-LBEAR,0.489826790945848
3172,6519-CFDBX,0.48959272107403434
5873,2455-USLMV,0.48958808410989085
6830,6994-KERXL,0.48949454599811926
6125,1818-ESQMW,0.4892716769255078
6479,3278-FSIXX,0.4890419566306068
6048,3841-CONLJ,0.4890136776309227
5029,8189-XRIKE,0.4889309745202506
4908,8910-LEDAG,0.4888424115284103
4685,6402-EJMWF,0.48867288306210704
4602,4993-JCRGJ,0.48861185721302214
2160,0224-RLWWD,0.4885135373906807
1955,5712-AHQNN,0.488313571793781
6397,5222-IMUKT,0.4877147908750461
4156,7271-AJDTL,0.4872638382645795
5846,5118-MUEYH,0.4856255193363234
2799,6625-UTXEW,0.48518302531554663
5163,0082-OQIQY,0.4850420509200619
2914,8785-CJSHH,0.48493895067492543
6325,0356-ERHVT,0.4845109485045914
3644,7176-WIONM,0.4835250105889217
4297,7586-ZATGZ,0.4829465400727303
3440,8160-HOWOX,0.48192104001595715
7027,1035-IPQPU,0.48145728481103856
5157,1608-GMEWB,0.4814535196443255
3041,7351-KYHQH,0.48113858068952176
3264,1636-NTNCO,0.4811255900257277
2156,8782-LKFPK,0.48090798945296787
2593,5002-GCQFH,0.48075328623770797
1904,8012-SOUDQ,0.48049896174871426
5361,7813-ZGGAW,0.4796266398074285
2539,2267-FPIMA,0.4795400516824133
5046,7504-UWHNB,0.4789997891711711
3802,1550-EENBN,0.47838577226652457
6132,7233-DRTRF,0.4781462001232687
5412,4948-WBBKL,0.4780288354186208
2559,4824-GUCBY,0.4779455101172756
4910,2716-GFZOR,0.4773133898819966
4747,2139-FQHLM,0.47623791203504057
5741,6233-HXJMX,0.47474948136663875
6652,4062-HBMOS,0.47469148689640617
2900,2373-NTKOD,0.4743616174373879
4428,2831-EBWRN,0.4738325742350208
2042,4811-JBUVU,0.47381044053632704
2931,7055-HNEOJ,0.4737992568638396
4953,4553-DVPZG,0.4736935388727897
4657,1469-LBJQJ,0.4733952129146345
5209,9688-YGXVR,0.47324511602182756
4848,5404-GGUKR,0.47322869562546604
3373,8543-MSDMF,0.4726580942707081
5578,1848-LBZHY,0.4711879656357895
5021,2692-PFYTJ,0.4711497878251317
4727,9348-YVOMK,0.47112827813779345
3620,2712-SYWAY,0.4710789611456778
4303,7284-BUYEC,0.4710036007126549
6322,6599-SFQVE,0.47095998268251077
2851,7537-RBWEA,0.47029994515290713
4093,8896-BQTTI,0.47008751119621817
6284,4367-NHWMM,0.46994589457449076
4426,9576-SYUHJ,0.4694365181009149
2741,5461-QKNTN,0.46937398720999973
5416,3717-LNXKW,0.46928397369177344
4278,7365-BVCJH,0.4692378845074852
7028,7398-LXGYX,0.4681093621650242
5081,0096-BXERS,0.46802427907558636
6770,2832-KJCRD,0.46724594904614897
4424,2669-OIDSD,0.46598188257442696
2522,3050-GBUSH,0.46553786690249505
6561,2378-VTKDH,0.46519631449728016
4312,5144-TVGLP,0.46519415065201003
6934,7853-OETYL,0.4643823490011086
2101,7277-OZCGZ,0.46410285627242204
3493,4365-MSDYN,0.46382490734004367
4053,5649-RXQTV,0.46373921777378946
3872,5996-DAOQL,0.4636491858293363
2385,8262-COGGB,0.4636491858293363
4510,4634-JLRJT,0.4635078122617068
6533,2081-KJSQF,0.4633664445598853
4881,0670-KDOMA,0.4633664445598853
4471,5019-GQVCR,0.4632703684019512
2529,4661-NJEUX,0.46308372684357846
6845,2369-FEVNO,0.4628717041212535
4932,2465-BLLEU,0.4626596948245272
5183,7853-WNZSY,0.4626596948245272
5935,2043-WVTQJ,0.4625649740079204
4703,7291-CDTMJ,0.4625183627894776
4251,3082-VQXNH,0.46245022638580896
5402,1622-HSHSF,0.46237703677750847
4422,8566-YPRGL,0.46230637603719543
4068,5906-BFOZT,0.46230637603719543
5581,7298-IZWLY,0.46216505910194317
3216,7554-AKDQF,0.4620697141251379
2100,1098-TDVUQ,0.46195309510458454
3863,9508-ILZDG,0.46151167179918107
3762,8868-GAGIO,0.46101241745212856
2429,1635-FJFCC,0.46020692739053665
6384,9638-JIQYA,0.4599905158187498
3638,7318-EIVKO,0.4592165495649565
3386,5153-RTHKF,0.45873317843374756
4735,5816-SCGFC,0.45871897431190056
5621,8739-QOTTN,0.4581148487644788
5534,2303-PJYHN,0.4579505020699466
5667,7017-VFULY,0.45784081643420627
5643,7621-VPNET,0.4577670825981119
2214,4237-CLSMM,0.45744307698705816
5778,2144-BFDSO,0.45737590908266257
2413,6549-YMFAW,0.45714338361584916
4707,6710-HSJRD,0.45635740377321593
5061,1101-SSWAG,0.45633194774009633
2177,1996-DBMUS,0.45547671242891047
5089,5018-GWURO,0.45526459366835015
2630,7147-AYBAA,0.4551733969525375
6012,6542-LWGXJ,0.45509760637779784
3523,1013-QCWAM,0.4548680758248433
4488,6212-ATMLK,0.4547667669933971
5278,3007-FDPEA,0.45377857381319286
4245,3594-IVHJZ,0.4535709311380492
3529,1399-UBQIU,0.4533860229896608
2396,6942-LBFDP,0.4532576914411484
4590,5312-UXESG,0.4532535337238945
3134,5515-RUGKN,0.45317218720214314
6316,0708-LGSMF,0.4529612329485663
3825,4986-MXSFP,0.45288114225294185
7033,0871-OPBXW,0.4528653324282475
7032,2235-DWLJU,0.4525879666987537
6100,7636-XUHWW,0.4523801348469206
2305,2640-LYMOV,0.4522993984133213
6401,3845-FXCYS,0.45191395765170495
2424,1307-TVUFB,0.45166182128173393
3551,1465-LNTLJ,0.45120655303227036
2066,7529-ZDFXI,0.45100526542818853
5912,7794-JASDG,0.4508711077866699
6248,6888-SBYAI,0.4508007310060854
6919,4070-OKWVH,0.45064926342571604
6343,8757-TFHHJ,0.4495342882313621
2925,9052-VKDUW,0.4495083236272123
3652,3503-TYDAY,0.449468701942368
5473,2305-MRGLV,0.44929915123138897
6186,2621-UDNLU,0.44914695791461023
4392,4176-FXYBO,0.4486203738106309
6546,3587-PMCOY,0.44845035204023537
3672,6360-SVNWV,0.44787909099584017
5760,5424-RLQLC,0.44767498847226733
5932,0623-GDISB,0.4476358550606331
3999,6652-YFFJO,0.4475441553476479
2376,2826-UWHIS,0.44753692719582433
3983,9512-PHSMG,0.44746641326990433
5407,7808-DVWEP,0.44686335237445557
6693,1548-FEHVL,0.4466294883832983
7035,9767-FFLEM,0.44652250613198335
3209,0817-HSUSE,0.4463480990428764
5591,8149-AIQCG,0.4456643941542931
3829,4727-MCYZG,0.44531128414550675
5167,8242-JSVBO,0.4447824970040886
6364,5438-QMDDL,0.4447523573124536
3294,2792-VPPET,0.4442299885485956
3465,3995-WFCSM,0.44417134756124627
3256,0463-WZZKO,0.4440703509765991
2808,9681-KYGYB,0.44387766874569484
5698,6907-FLBER,0.44355663121923383
2845,0114-RSRRW,0.4433667702616377
2970,3195-TQDZX,0.4431085080533076
6210,7054-ENNGU,0.44287619765125724
2307,2393-DIVAI,0.4427830748254897
6187,7526-IVLYU,0.4426457530348957
2394,9450-TRJUU,0.4421463579835856
6973,9039-ZVJDC,0.4411298231548006
4452,5201-FRKKS,0.4409696208841959
2754,4468-KAZHE,0.44038786535925156
2111,4983-CLMLV,0.4403145325397961
7000,6633-SYEUS,0.440074207964517
3409,2190-BCXEC,0.43998648665744094
1931,9919-YLNNG,0.43995069853487545
3393,7901-TBKJX,0.43887177456759063
5214,1100-DDVRV,0.4386105541852066
4605,2103-ZRXFN,0.43858123134141647
6037,6469-QJKZW,0.4380501755362158
2897,3569-EDBPQ,0.43802485584085177
4612,8468-EHYJA,0.4379216077383726
7022,1471-GIQKQ,0.43746168089050314
2972,1728-CXQBE,0.43745862592739
3715,5702-SKUOB,0.4374116155156438
6964,0463-ZSDNT,0.43690176307003575
2621,4065-JJAVA,0.4368322128481072
5404,5542-DHSXL,0.43682162758259807
4202,9281-OFDMF,0.4363894905487457
6857,9572-WUKSB,0.4354630277590562
6363,8654-DHAOW,0.4346351448940522
6889,7976-CICYS,0.43373688617472006
2273,2782-LFZVW,0.4337298326280025
2618,0929-HYQEW,0.43337565559642577
4081,2207-QPJED,0.43334921476910465
3921,6599-GZWCM,0.43251891867921133
1915,5122-CYFXA,0.43236526064658093
4525,6185-TASNN,0.4323619769337789
4768,5712-VBOXD,0.43222780586067333
2251,2475-MROZF,0.4318783450257508
4050,3345-JHUEO,0.43165451750177797
6033,4396-KLSEH,0.4315506210356243
6352,0690-SRQID,0.43151026802118425
6222,5144-PQCDZ,0.431496714874265
2703,3452-ABWRL,0.43144656649000274
2316,9244-ZVAPM,0.4313855532276048
3546,9168-INPSZ,0.43138051173730796
4783,7404-JLKQG,0.4311441810260484
4826,7754-IXRMC,0.43103695928976443
2005,6582-OIVSP,0.4309672486910029
6008,4462-CYWMH,0.43089780725936105
1892,3413-BMNZE,0.43089754082804066
3556,4706-DGAHW,0.4308278357035328
5260,2432-TFSMK,0.4307914802111456
5590,7252-NTGSS,0.43075813332013385
6165,2969-QWUBZ,0.43069200287041925
4705,0237-YFUTL,0.43032040674762406
5153,2672-OJQZP,0.4302006132512711
4352,1855-AGAWH,0.4300130405609427
3986,4146-SVFUD,0.4299915887747143
4666,2800-QQUSO,0.4299759650084685
3431,5858-EAFCZ,0.4297825892545281
5218,6145-NNPNO,0.42936466536927415
4937,4223-WOZCM,0.4292612058060864
4772,8720-RQSBJ,0.4291557411471211
3866,1942-OQFRW,0.4291557411471211
3466,1895-QTKDO,0.42908610534558944
3072,1478-VPOAD,0.42887721479556484
3304,9261-WDCAF,0.42863649462760406
6434,2279-AXJJK,0.4283226706297048
4700,8805-JNRAZ,0.42808405992097137
2917,7077-XJMET,0.4279907204659415
6162,5055-MGMGF,0.42788661300475067
1901,5948-UJZLF,0.42781532021079144
5264,3932-IJWDZ,0.4276583151180198
2484,4220-TINQT,0.42666907070002197
2217,6614-VBEGU,0.4266421917029906
6887,7009-LGECI,0.4266134657047429
4588,2842-BCQGE,0.4259527564760151
3153,0106-GHRQR,0.4258243463233153
4722,4570-QHXHL,0.42559020024744354
3853,5213-TWWJU,0.4250655763950727
3590,3113-IWHLC,0.42455962206484044
4647,3537-HPKQT,0.42369010210526986
5729,3589-PPVKW,0.4235817891097495
2516,2732-ISEZX,0.42345496653461173
4250,6817-WTYHE,0.422691749201541
2732,7129-ACFOG,0.42236351895680757
6236,2931-FSOHN,0.42228472350488255
6065,4537-DKTAL,0.4222296027950005
6365,9812-GHVRI,0.4221139569022931
5439,2360-RDGRO,0.42171259698218977
4237,3694-GLTJM,0.42170632168160366
2842,1907-YLNYW,0.42134285781357655
4889,9780-FKVVF,0.4211497846739891
5658,0303-WMMRN,0.4208723639849833
4119,1728-BQDMA,0.420674829274196
5523,3446-QDSZF,0.4206699932439758
3641,6486-LHTMA,0.4206412188493866
4653,9631-XEYKE,0.42035315523682726
6775,3798-EPWRR,0.420126877255512
3934,0058-EVZWM,0.4198405890184335
5723,6854-EXGSF,0.41944857889440795
5841,6143-JQKEA,0.41885300346150445
6689,1427-VERSM,0.41741483819423053
5297,1230-QAJDW,0.4171978319934832
2589,9489-UTFKA,0.4168791465117796
5529,6954-OOYZZ,0.4168417917384892
5917,2676-OXPPQ,0.41649527350919235
3355,8272-ONJLV,0.41579472947487656
6882,2267-WTPYD,0.4152675535559025
6216,0856-NAOES,0.41522954823413694
6412,2378-HTWFW,0.414546789343072
5528,0060-FUALY,0.414340129758842
3159,1320-REHCS,0.4143021991679879
3219,6908-VVYHM,0.41408535408427505
3763,4061-UKJWL,0.41397896112705024
4959,2027-WKXMW,0.4139027638702514
4441,7339-POGZN,0.4136370494042411
5885,8660-BUETV,0.41336382610842143
5022,5955-EPOAZ,0.4133406213637837
3227,8058-DMYRU,0.41303991869012024
2055,4522-AKYLR,0.4126474196548413
3963,6988-CJEYV,0.41232874451175133
6902,6897-UUBNU,0.4121656637448659
6149,0374-IOEGQ,0.4119066497805213
1894,6572-ADKRS,0.41157129791846103
2397,1456-TWCGB,0.4114085552060137
2406,5575-TPIZQ,0.41100216225122044
2381,1536-HBSWP,0.41072337502228795
6374,6218-KNUBD,0.410499140194932
2760,6789-HJBWG,0.41046916469157857
5558,2067-QYTCF,0.4102163089041156
3665,1049-FYSYG,0.41015792323944505
4981,9027-YFHQJ,0.4100149085886606
2287,3716-UVSPD,0.4098980481467943
5973,2270-CHBFN,0.40971802989175343
1900,3714-NTNFO,0.40945347653574865
5105,2277-VWCNI,0.4093286638136865
4229,8564-LDKFL,0.4092262353296905
2700,8791-GFXLZ,0.409084196680918
4823,9667-TKTVZ,0.4090396943387715
4784,7421-ZLUPA,0.40833994545227137
6180,9873-MNDKV,0.4081781143694525
4868,0531-ZZJWQ,0.40805556452912084
3096,9659-QEQSY,0.4080393397985036
3761,1849-RJYIG,0.40789735933605087
6725,2257-BOVXD,0.407846452515735
5462,3688-FTHLT,0.4074861417327953
5840,3137-LUPIX,0.40728074577021883
6015,2087-QAREY,0.4072537198949941
5281,0311-QYWSS,0.40715487544335566
5629,8547-NSBBO,0.4067848583412479
3436,4010-YLMVT,0.40669044553486255
5680,6135-OZQVA,0.4062611670685742
3702,7878-JGDKK,0.4057929139718796
5384,7594-LZNWR,0.40577173073770956
5685,3566-VVORZ,0.40519644769698054
5746,2615-YVMYX,0.40513201300582097
3987,1564-HJUVY,0.40509805625916395
3377,2038-LLMLM,0.4049151611838425
4757,6173-GOLSU,0.40490404639971794
6133,3873-NFTGI,0.40447088445450174
2077,4130-MZLCC,0.40403369978904147
6154,9112-WSNPU,0.40385337014098066
5034,7596-LDUXP,0.4037004253550926
2149,6158-HDPXZ,0.4033986613794273
6169,2971-SGAFL,0.4033646669928242
3899,8295-FHIVV,0.4033193500046982
4085,2209-XADXF,0.4032618464241219
2028,4195-NZGTA,0.4032618464241219
3476,6844-DZKRF,0.40316924217238737
5836,8313-KTIHG,0.403008716835953
2840,9788-YTFGE,0.403002668626168
5712,0365-TRTPY,0.4029998378721989
6620,2669-QVCRG,0.40291285947557837
6119,9761-XUJWD,0.40228662432980283
5296,9895-VFOXH,0.40209952884243777
6676,3439-GVUSX,0.40209952884243777
5998,6847-KJLTS,0.40183351537710027
2334,6464-KEXXH,0.40105374051364373
4802,7130-CTCUS,0.4008972698363274
5236,1386-ZIKUV,0.4008510776928368
6981,5392-AKEMH,0.40035270419566027
5433,1600-DILPE,0.4003483611609424
5283,8755-IWJHN,0.3990576130424781
2487,0295-QVKPB,0.39904341200116855
5340,1928-BXYIV,0.398541202713167
3594,1552-AAGRX,0.3985210383518109
3656,8982-NHAVY,0.39849616804549093
5833,2786-GCDPI,0.39828367569526923
4630,9822-WMWVG,0.3978450181965387
4988,5345-BMKWB,0.39766321975264574
2660,2111-DWYHN,0.397597528660551
5215,6728-WYQBC,0.39739329727234024
3301,7243-LCGGZ,0.3973252280813276
3311,8735-IJJEG,0.3972025330924281
2443,4013-GUXND,0.3971891016213037
5059,2700-LUEVA,0.3971210443570955
4955,8620-RJPZN,0.39705299107329056
5967,5088-QZLRL,0.3969849417722892
5720,3976-NLDEZ,0.3969168964564905
5282,8705-DWKTI,0.3969001159195922
5771,9708-KFDBY,0.39684885512829327
4583,9753-OYLBX,0.3967808177900956
4005,2668-TZSPS,0.3967127844442952
3427,0673-IGUQO,0.3967127844442952
4821,3727-JEZTU,0.396644755093289
2238,6579-JPICP,0.396644755093289
2727,5334-JLAXU,0.39660325826367954
2894,2592-YKDIF,0.39657672973947317
6829,3590-TCXTB,0.39657672973947317
6653,2676-ISHSF,0.39650870838524366
4318,9122-UMROB,0.39650870838524366
6123,3090-QFUVD,0.39650870838524366
5790,1935-IMVBB,0.396467772674097
2088,8203-XJZRC,0.39644069103299545
1945,6380-ARCEH,0.39637267768512313
3296,3247-MHJKM,0.39637267768512313
5925,8048-DSDFQ,0.39637267768512313
1891,7310-EGVHZ,0.39637267768512313
3435,8974-OVACP,0.3963046683440206
2364,3030-ZKIWL,0.3961686616916978
4638,7096-UCLNH,0.3961686616916978
6087,8749-CLJXC,0.3961686616916978
4668,7698-YFGEZ,0.39610066438526215
6361,6286-SUUWT,0.396032671095166
4995,2542-HYGIQ,0.396032671095166
2284,2654-VBVPB,0.3959646818238001
5425,6654-QGBZZ,0.3959646818238001
6804,7878-RTCZG,0.3959646818238001
3547,0015-UOCOJ,0.3959390502597216
2247,1135-LMECX,0.39589669657355486
3823,8562-GHPPI,0.39582871534681985
4998,6124-ACRHJ,0.39576073814598434
1967,3930-ZGWVE,0.39576073814598434
2603,3717-OFRTN,0.39576073814598434
5652,1156-ZFYDO,0.39576073814598434
2873,4238-HFHSN,0.3957049908219136
5684,7721-DVEKZ,0.39562479583156435
3907,1194-SPVSP,0.39562479583156435
6064,3785-NRHYR,0.39562479583156435
6854,0970-QXPXW,0.39562479583156435
2274,2866-IKBTM,0.3954888696493955
4055,2576-HXMPA,0.3954888696493955
2967,8605-ITULD,0.3954888696493955
6616,7601-WFVZV,0.3954888696493955
2756,8944-AILEF,0.39546722878379714
4946,1905-OEILC,0.39542091261387136
2792,7617-EYGLW,0.39535295961856814
4470,8393-JMVMB,0.39535295961856814
6410,2220-IAHLS,0.3952850106658708
4984,7926-IJOOU,0.3951491248978295
4319,4232-JGKIY,0.3950132553288137
3212,1663-MHLHE,0.3950132553288137
2141,7302-ZHMHP,0.39494532662489595
5806,9441-QHEVC,0.3948774019778798
4164,6569-KTMDU,0.3948774019778798
3148,1015-OWJKI,0.3948094813901461
6819,0749-IRGQE,0.3946905864198145
3444,1763-WQFUK,0.3946404710700391
5518,9975-SKRNR,0.39460574400643456
2720,8992-CEUEN,0.394537839679623
2646,4026-SKKHW,0.39453571493671236
4324,2195-VVRJF,0.394385627591129
2721,4320-QMLLA,0.3942246581561324
2908,5302-BDJNT,0.39392019353280633
2507,8713-IGZSO,0.3937306979375486
3687,7140-ADSMJ,0.39357819869413563
3604,3981-QSVQI,0.39291989522121856
4108,1614-JBEBI,0.39269854323639813
3882,4236-UJPWO,0.3925110687806364
2924,6439-LAJXL,0.3924034033579484
6698,9626-WEQRM,0.39205622375268845
4142,1777-JYQPJ,0.3918617861613662
3975,2277-DJJDL,0.391548872898775
2446,4718-DHSMV,0.39118337072808684
4252,4931-TRZWN,0.3909381135999608
3378,1216-BGTSP,0.39067928922600653
6310,7537-CBQUZ,0.3905256466230273
4450,0975-VOOVL,0.39044517092991365
4459,1335-NTIUC,0.3900721999810963
4434,4840-ORQXB,0.38975493850358434
2772,3055-MJDSB,0.3896086395602997
3178,3144-KMTWZ,0.38882766254604717
4691,9169-BSVIN,0.38876223911761
2467,4257-GAESD,0.38861138637808856
4060,8648-PFRMP,0.38783172285400497
4447,0003-MKNFE,0.3877237198652239
6003,0816-TSPHQ,0.38751473194582864
6918,3452-SRFEG,0.38730982033352274
6385,3258-SANFR,0.3871418524113927
5328,2832-SCUCO,0.3870506507805064
3018,9818-XQCUV,0.3870479902390402
4577,6257-RJOHI,0.38695462395638636
6704,2342-CKIAO,0.3867838639661989
3862,8150-QUDFX,0.3867039729077016
5989,2308-STERM,0.3865779629027347
5668,5562-YJQGT,0.38655265866259925
5944,5919-VCZYM,0.3865317748568305
2956,5067-DGXLL,0.3865052397073705
6751,8006-PYCSW,0.38645596075391636
4104,1796-JANOW,0.38618098059824185
3755,0188-GWFLE,0.3860949211678239
3623,9101-NTIXF,0.386070721896664
6910,9700-ZCLOT,0.38598144886743224
5848,3936-QQFLL,0.3859769947552666
2075,3179-GBRWV,0.38583924256152224
5409,0366-NQSHS,0.3857995654356326
6074,2325-WINES,0.385667896137981
4362,0396-HUJBP,0.38564004190747625
5291,9426-SXNHE,0.3853503962159792
3759,9137-NOQKA,0.38516105437973575
2964,8695-WDYEA,0.3851300482346787
2540,1051-GEJLJ,0.3850825183615981
6246,5816-QVHRX,0.38472815782674363
6841,9003-CPATH,0.38443863384646
4643,0430-IHCDJ,0.38429993578763477
3967,9743-DQKQW,0.3842046029713275
2841,9277-JOOMO,0.38387363626066195
5335,0129-KPTWJ,0.3837366791879124
4824,3657-COGMW,0.3837253929912852
4863,0374-AACSZ,0.38365022841803437
6161,4976-LNFVV,0.38343074555425244
6028,7312-XSBAT,0.3831126443726826
4268,7966-YOTQW,0.3830721382877054
4640,8885-QSQBX,0.3828439594190602
5267,8065-BVEPF,0.3828206502904221
5718,5018-HEKFO,0.38267420468189123
2715,2446-ZKVAF,0.38266122637885197
6178,7876-BEUTG,0.3826297978271773
4904,4826-TZEVA,0.38261421648188615
2867,5624-RYAMH,0.3824385015113628
5223,1385-TQOZW,0.38215463538235167
3985,2452-KDRRH,0.3811743932315221
3225,8286-AFUYI,0.3806970685721024
2192,2181-UAESM,0.38062501942627
6998,5568-DMXZS,0.3803337435901349
6368,4226-KKDON,0.3802671849885435
6832,2740-JFBOK,0.3799218681588333
2268,0621-HJWXJ,0.37955283744043977
4635,2522-AHJXR,0.37903056416900655
5135,6874-SGLHU,0.37871934041342736
6217,1976-AZZPJ,0.3781759667328078
1899,4080-IIARD,0.3778890664090309
5485,1394-SUIUH,0.37765337216885253
4769,6629-LADHQ,0.377571157293403
6453,6394-HHHZM,0.37744223297705315
6729,9770-LXDBK,0.37732773024572813
6203,2709-UQGNP,0.377283362271949
3417,3744-ZBHON,0.37720490655014655
4878,3847-BAERP,0.3769105896306162
2082,6202-DYYFX,0.37690421706066385
4216,6734-CKRSM,0.37683445635465734
6390,0178-CIIKR,0.37650092101016125
2441,0030-FNXPP,0.3763338349784203
5171,4693-VWVBO,0.3761329818655211
5256,8003-EWNDZ,0.3761261979068192
6039,1217-VASWC,0.3759769830192588
6234,5828-DWPIL,0.3756439864997628
4500,4452-QIIEB,0.3755605789118889
1941,6067-NGCEU,0.37500924160625565
5082,3806-YAZOV,0.37492662561779816
5241,8746-OQQRW,0.3748443951853005
4355,4680-KUTAJ,0.3744864100850979
6483,6726-WEXXK,0.3738329201213528
1912,1215-FIGMP,0.37365335350262946
4134,1784-BXEFA,0.37359775720488575
4699,8439-LTUGF,0.37343141658889034
2017,6168-YBYNP,0.3733698212844974
6082,4936-YPJNK,0.37334391069346695
4224,7636-OWBPG,0.37306495809004486
2061,3675-YDUPJ,0.3729733092625855
2249,8535-SFUTN,0.37266416558931736
5648,4188-FRABG,0.3714649651846606
2624,3748-FVMZZ,0.3711691455181732
2587,2826-DXLQO,0.37079387763450766
3022,6968-GMKPR,0.37062063920186067
2200,5628-RKIFK,0.3700977888050922
5309,8455-HIRAQ,0.37007240827303167
3891,0924-BJCRC,0.3700476711784763
2584,8388-FYNPZ,0.3697524461924265
5556,5600-PDUJF,0.3693872750769669
6956,5243-SAOTC,0.3693563100580063
4915,2208-UGTGR,0.36927203479376247
3320,3511-APPBJ,0.3691052794777919
2250,8677-HDZEE,0.36859498590350026
4381,9618-LFJRU,0.3677932101461555
2996,8096-LOIST,0.36776810744226374
3845,1855-CFULU,0.36769291439259033
3573,9367-OIUXP,0.3676452504391164
2531,1258-YMZNM,0.3674950204055813
5969,4397-FRLTA,0.3674895233558006
2991,9327-QSDED,0.3673088639043267
4308,1336-EZFZY,0.3673050480552859
